organisation_slug,organisation_name,member_name,member_location,member_type,member_website,source_url
aoc,Association of Colleges (AoC),Wiltshire College & University Centre,South West,Member,http://www.wiltshire.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Wiltshire College & University Centre,,Member,http://www.wiltshire.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Wiltshire College & University Centre,South West,Member,http://www.wiltshire.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Wiltshire College & University Centre,South West,Member,http://www.wiltshire.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Windsor Forest Colleges Group,South East,Member,https://www.windsor-forest.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Wirral Metropolitan College,North West,Member,http://www.wmc.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),WM College,Greater London,Member,http://www.wmcollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Working Men's College (WM College),Greater London,Member,http://www.wmcollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Worthing College,South East,Member,http://www.worthing.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),WQE and Regent College Group,East Midlands,Member,https://www.wqe.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),WQE and Regent College Group,East Midlands,Member,https://www.wqe.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Writtle College Limited,East,Member,https://www.writtle.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Xaverian College,North West,Member,http://www.xaverian.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),Yeovil College,South West,Member,http://www.yeovil.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),York College,Yorkshire & Humberside,Member,http://www.yorkcollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
aoc,Association of Colleges (AoC),York College,Yorkshire & Humberside,Member,http://www.yorkcollege.ac.uk,https://www.aoc.co.uk/aoc/ajax/interactive-map.json
landex,Landex (Land Based Colleges Aspiring to Excellence),Scotlands Rural College,Ayr,Full Member,http://www.sruc.ac.uk/,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Enniskillen Campus,Cafre,Full Member,https://www.cafre.ac.uk/,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Loughry Campus,Cafre,Full Member,https://www.cafre.ac.uk/,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Greenmount Campus,Cafre,Full Member,https://www.cafre.ac.uk/,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Scotlands Rural College,Aberdeen,Full Member,http://www.sruc.ac.uk/,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Scotlands Rural College,Elmwood,Full Member,http://www.sruc.ac.uk/,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Scotlands Rural College,Oatridge,Full Member,http://www.sruc.ac.uk/,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Scotlands Rural College,Edinburgh,Full Member,http://www.sruc.ac.uk/,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Scotlands Rural College,Barony,Full Member,http://www.sruc.ac.uk/,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Houghall Campus,East Durham,Full Member,https://www.eastdurham.ac.uk/,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Myerscough College,Preston,Full Member,https://www.myerscough.ac.uk/,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Craven College,Leeds,Full Member,https://www.craven-college.ac.uk/,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Askham Bryan College,York,Full Member,https://www.askham-bryan.ac.uk/,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Bishop Burton College,Bishop Burton,Full Member,https://www.bishopburton.ac.uk/,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Bishop Burton College,Riseholme,Full Member,https://www.bishopburton.ac.uk/,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),University of Lincoln,Lincoln,Full Member,https://www.lincoln.ac.uk/,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Coleg Cambria,Northop,Full Member,https://www.cambria.ac.uk,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Coleg Cambria,Llysfasi,Full Member,https://www.cambria.ac.uk,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Reaseheath College,Cheshire,Full Member,https://www.reaseheath.ac.uk/,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),"Duchy College, Cornwall",Cornwall,Full Member,https://www.duchy.ac.uk/,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),"Duchy College, Bicton",Devon,Full Member,https://www.cornwall.ac.uk,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Kingston Maurward,Dorchester,Full Member,https://www.kmc.ac.uk/,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),City College Norwich,Easton,Full Member,https://www.easton.ac.uk/,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Suffolk New College,Otley,Full Member,https://www.suffolk.ac.uk/,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Writtle University College,Chelmsford,Full Member,https://writtle.ac.uk/,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),North Kent College,Kent,Full Member,https://www.hadlow.ac.uk/,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Nottingham Trent University,Brackenhurst,Full Member,"https://www.ntu.ac.uk/study-and-courses/academic-schools/animal,-rural-and-environmental-sciences?utm_campaign=ares&utm_medium=ShortURL&utm_source=ShortURL&utm_term=ARES",https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Derby College Group,Derby,Full Member,https://www.derby-college.ac.uk/,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),SMB College Group,Melton Mowbray,Full Member,https://www.brooksbymelton.ac.uk,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),"Hertfordshire, Ludlow and North Shropshire College",Shropshire,Full Member,https://www.nsc.ac.uk,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Harper Adams Univsersity,Shropshire,Full Member,https://www.harper-adams.ac.uk,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Moulton College,Northamptonshire,Full Member,https://www.moulton.ac.uk,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),South Staffordshire College,Rodbaston,Full Member,https://www.southstaffs.ac.uk,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Bridgwater & Taunton College,Bridgwater,Full Member,https://www.btc.ac.uk/,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Hartpury University & Hartpury College,Gloucester,Full Member,https://www.hartpury.ac.uk/,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),"Herefordshire, Ludlow and North Shropshire College",Shropshire,Full Member,https://www.hlcollege.ac.uk/home,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Warwickshire College (Pershore),Warwickshire,Full Member,https://wcg.ac.uk,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Warwickshire College (Moreton Morrel),Warwickshire,Full Member,https://wcg.ac.uk,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Royal Agriculture University,Gloucestershire,Full Member,https://www.rau.ac.uk,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Wiltshire College,Lackham,Full Member,https://www.wiltshire.ac.uk,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Sparsholt College,Hampshire,Full Member,https://www.sparsholt.ac.uk,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Chichester College,Brinsbury,Full Member,https://www.chichester.ac.uk,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Plumpton College,East Sussex,Full Member,https://www.plumpton.ac.uk/,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Active Learning,Merrist Wood,Full Member,https://merristwood.activatelearning.ac.uk,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Berkshire College of Agriculture,Berkshire,Full Member,https://www.bca.ac.uk,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Capel Manor College,Enfield,Full Member,https://www.capel.ac.uk,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),"Bedford College, Shuttleworth",Bedford,Full Member,https://bedfordcollegegroup.ac.uk,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Solihull College,Solihull,Affiliate Member,https://solihull.ac.uk,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Oaklands College,Hertfordshire,Affiliate Member,https://www.oaklands.ac.uk,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),College of West Anglia,Kings Lynn,Full Member,https://cwa.ac.uk/,https://landex.org.uk/membership/
landex,Landex (Land Based Colleges Aspiring to Excellence),Oxfordshire,,Full Member,https://abingdon-witney.ac.uk/campuses/common-leys-farm,https://landex.org.uk/membership/
